title,mean_rating,number_of_ratings
Star Trek II: The Wrath of Khan (1982),3.7142857143,77
Star Trek III: The Search for Spock (1984),3.1090909091,55
Star Trek IV: The Voyage Home (1986),3.3189655172,58
Star Trek Into Darkness (2013),3.8,15
Star Trek V: The Final Frontier (1989),2.8529411765,34
Star Trek VI: The Undiscovered Country (1991),3.2804878049,41
Star Trek: First Contact (1996),3.6111111111,90
Star Trek: Generations (1994),3.3260869565,115
Star Trek: Insurrection (1998),2.9189189189,37
Star Trek: Nemesis (2002),2.9375,16
Star Trek: The Motion Picture (1979),3.2209302325999998,43
Star Wars: Episode I - The Phantom Menace (1999),3.1029411765,136
Star Wars: Episode II - Attack of the Clones (2002),2.9264705882,68
Star Wars: Episode III - Revenge of the Sith (2005),3.4814814815,54
Star Wars: Episode IV - A New Hope (1977),4.1886446886,273
Star Wars: Episode V - The Empire Strikes Back (1980),4.2280701754,228
Star Wars: Episode VI - Return of the Jedi (1983),4.0315315315,222
Star Wars: Episode VII - The Force Awakens (2015),3.9285714286,7
Star Wars: The Clone Wars (2008),3.0555555556,9
Star Wreck: In the Pirkinning (2005),5.0,1
Stardust (2007),3.7222222222,27
Stardust Memories (1980),3.4166666667,6
Stargate (1994),3.3089171975,157
Stargate SG-1 Children of the Gods - Final Cut (2009),3.5,1
Stargate: Continuum (2008),3.25,4
Stargate: The Ark of Truth (2008),3.25,2
Stark Raving Mad (2002),1.5,1
Starman (1984),3.4736842105,19
Starred Up (2013),3.75,2
Starship Troopers (1997),3.0652173913,92
Starship Troopers 2: Hero of the Federation (2004),2.5,1
Starsky & Hutch (2004),3.2142857143,21
Starstruck (1982),1.5,1
Start the Revolution Without Me (1970),3.5,2
Starting Over (1979),2.0,1
Startup.com (2001),3.5,2
State and Main (2000),3.5714285714000003,7
State of Grace (1990),3.4166666667,6
State of Play (2009),3.8333333333,9
State of Siege (État de siège) (1972),3.25,2
State of the Union (1948),4.0,1
"Statement, The (2003)",3.0,4
"Station Agent, The (2003)",3.96875,16
Stay (2005),2.3333333333,3
Stay Alive (2006),2.5,2
Stay Tuned (1992),3.0,2
Staying Alive (1983),2.5,5
Stealing Beauty (1996),3.9583333333,12
Stealth (2005),2.3333333333,3
Steam of Life (Miesten vuoro) (2010),4.0,1
"Steamboat Bill, Jr. (1928)",2.5,1
Steamboat Willie (1928),3.0,1
Steamboy (Suchîmubôi) (2004),3.6666666667000003,6
Steel (1997),1.75,4
Steel Magnolias (1989),3.3928571429,14
"Steel Trap, The (1952)",3.5,1
Stella Dallas (1937),3.5,1
Step Brothers (2008),3.1153846154,13
Step Into Liquid (2002),4.0,1
Step Up (2006),2.5,3
Step Up 2 the Streets (2008),1.5,2
Step Up 3D (2010),3.5,1
Step Up Revolution (2012),2.5,1
Stepfather II (1989),2.25,2
"Stepfather, The (1987)",3.5,2
"Stepfather, The (2009)",2.6666666667000003,3
"Stepford Wives, The (1975)",2.8125,8
"Stepford Wives, The (2004)",2.3,5
Stepmom (1998),3.8,5
Steve Jobs (2015),3.5,1
Stevie (2002),3.5,2
Stigmata (1999),3.025,20
Still Alice (2014),4.0,2
Still Bill (2009),3.5,1
Still Crazy (1998),3.3333333333,3
Still Waiting... (2009),2.75,2
Still Walking (Aruitemo aruitemo) (2008),3.5,2
Still of the Night (1982),3.0,1
"Sting, The (1973)",4.2077922078,77
Stir Crazy (1980),3.7142857143,7
Stir of Echoes (1999),3.6739130435,23
Stoker (2013),3.5,3
Stolen (2012),3.25,2
Stolen (Stolen Lives) (2009),3.0,1
Stolen Kisses (Baisers volés) (1968),1.5,1
Stone (2010),3.5,1
Stone Cold (1991),0.5,1
Stoned (2005),0.5,1
Stonewall (1995),5.0,1
Stop Making Sense (1984),3.8888888889,9
Stop! Or My Mom Will Shoot (1992),1.5416666666999999,12
Stop-Loss (2008),3.0,1
Storage 24 (2012),2.0,1
Storm (2009),4.0,1
Stormy Monday (1988),4.0,1
"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",4.0,1
Story of G.I. Joe (1945),4.5,1
"Story of O, The (Histoire d'O) (1975)",3.0,1
"Story of Qiu Ju, The (Qiu Ju da guan si) (1992)",3.5,2
"Story of Us, The (1999)",2.2142857143,7
"Story of Vernon and Irene Castle, The (1939)",2.5,1
"Story of Xinghua, The (Xinghua san yue tian) (1994)",3.6666666667000003,3
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",3.0,1
Storytelling (2001),2.0,1
"Strada, La (1954)",4.5,3
Straight Outta Compton (2015),3.75,2
"Straight Story, The (1999)",4.0416666667,12
Straight Talk (1992),4.0,1
Straight Time (1978),2.0,1
Strait-Jacket (1964),5.0,1
Strange Brew (1983),3.6,5
Strange Cargo (1940),3.5,1
Strange Days (1995),3.3166666666999998,30
Strange Invaders (1983),1.5,1
"Strange Love of Martha Ivers, The (1946)",4.0,1
Stranger Than Paradise (1984),3.375,4
Stranger by the Lake (L'inconnu du lac) (2013),1.0,1
Stranger on the Third Floor (1940),3.0,1
Stranger than Fiction (2006),3.8,30
"Stranger, The (1946)",4.0,2
Strangers on a Train (1951),4.2307692308,26
Strangers with Candy (2005),2.5,1
"Strangers, The (2008)",2.0,4
Straw Dogs (1971),4.375,8
Straw Dogs (2011),3.0,2
Strawberry and Chocolate (Fresa y chocolate) (1993),4.5,2
Stray Dog (Nora inu) (1949),3.5,2
Street Fight (2005),4.0,1
Street Fighter (1994),2.1666666667,15
Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),3.5,1
Street Fighter: The Legend of Chun-Li (2009),3.0,1
Street Kings (2008),3.2857142857,7
Street Smart (1987),2.5,1
"Street with No Name, The (1948)",3.0,1
"Streetcar Named Desire, A (1951)",4.171875,32
Streets of Fire (1984),2.25,2
Strictly Ballroom (1992),4.1315789474,38
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",3.5,2
Striking Distance (1993),3.0,13
Stripes (1981),3.48,50
Striptease (1996),2.46,50
Stroszek (1977),3.75,2
Stuart Little (1999),2.880952381,21
Stuart Little 2 (2002),3.25,2
Stuart Saves His Family (1995),1.5,2
Stuck on You (2003),3.0,3
Student Bodies (1981),4.0,1
"Stuff, The (1985)",3.0,1
"Stunt Man, The (1980)",3.6666666667000003,3
"Stupids, The (1996)",1.3333333333000001,3
SubUrbia (1997),4.0,2
Submarine (2010),4.25,2
"Substitute, The (1996)",3.25,18
Suburbia (1984),3.0,1
Such a Long Journey (1998),3.0,1
Sucker Punch (2011),3.125,8
Sudden Death (1995),2.8695652174,23
Sudden Fear (1952),4.0,1
Sudden Impact (1983),2.75,2
Suddenly (1954),3.0,1
"Suddenly, Last Summer (1959)",4.25,4
Sugar & Spice (2001),2.0,2
Sugar (2008),4.0,1
Sugar Town (1999),2.0,1
"Sugarland Express, The (1974)",3.5,2
Suicide Kings (1997),3.75,14
Sukiyaki Western Django (2008),0.5,1
Sullivan's Travels (1941),3.875,4
"Sum of All Fears, The (2002)",2.7631578947,19
"Sum of Us, The (1994)",4.1666666667,3
Summer Catch (2001),2.0,2
"Summer Hours (Heure d'été, L') (2008)",2.0,1
Summer Lovers (1982),2.5,1
Summer Magic (1963),1.5,1
"Summer Place, A (1959)",4.0,1
Summer Rental (1985),2.0,1
Summer School (1987),3.3333333333,3
Summer Wars (Samâ wôzu) (2009),4.0,5
Summer of '42 (1971),2.6666666667000003,3
Summer of Sam (1999),2.8214285714000003,14
"Summer's Tale, A (Conte d'été) (1996)",3.5,1
Summertime (1955),4.5,2
"Sumo Do, Sumo Don't (Shiko funjatta) (1992)",3.0,1
"Sun Also Rises, The (1957)",3.0,1
Sunday Bloody Sunday (1971),3.5,1
"Sunday in the Country, A (Un dimanche à la campagne) (1984)",2.5,1
Sundays and Cybele (Les dimanches de Ville d'Avray) (1962),3.0,1
Sunless (Sans Soleil) (1983),4.0,2
Sunrise: A Song of Two Humans (1927),4.5,2
Sunset (1988),4.0,1
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.224137931,29
"Sunset Limited, The (2011)",3.5833333333,6
Sunset Park (1996),4.3333333333,3
Sunshine (1999),3.3333333333,3
Sunshine (2007),3.5,22
"Sunshine Boys, The (1975)",3.25,4
Sunshine Cleaning (2008),2.75,2
Sunshine State (2002),3.25,2
Super (2010),3.5,2
Super 8 (2011),3.2916666667,12
Super Fly (Superfly) (1972),3.25,2
Super High Me (2007),4.5,1
Super Mario Bros. (1993),1.8076923077,26
Super Size Me (2004),3.6363636364,33
Super Troopers (2001),3.7777777778,18
"Super, The (1991)",3.5,1
Superbad (2007),3.8444444444,45
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),4.0,10
Supercop 2 (Project S) (Chao ji ji hua) (1993),4.0,3
Supergirl (1984),2.2857142857,7
Superhero Movie (2008),1.6666666667,3
Superman (1978),3.1956521739,69
Superman II (1980),3.0365853659,41
Superman III (1983),2.34,25
Superman IV: The Quest for Peace (1987),2.25,18
Superman Returns (2006),2.7647058824,17
Superman vs. The Elite (2012),3.0,1
Superman/Batman: Public Enemies (2009),5.0,1
Supernova (2000),2.75,6
Superstar (1999),2.375,8
Support Your Local Gunfighter (1971),1.5,1
Support Your Local Sheriff! (1969),3.25,2
"Sure Thing, The (1985)",3.5,7
Surf Nazis Must Die (1987),1.0,1
Surf's Up (2007),2.625,4
"Surfer, Dude (2008)",3.0,1
Surrogates (2009),3.3214285714000003,14
Surveillance (2008),2.875,4
Survival of the Dead (2009),2.0,1
Survive Style 5+ (2004),4.0,1
Surviving Christmas (2004),2.5,1
Surviving Picasso (1996),3.0,4
Surviving the Game (1994),2.4,5
"Survivors, The (1983)",2.0,1
Suspect (1987),3.1,5
Suspect Zero (2004),1.25,2
"Suspect, The (Yong-eui-ja) (2013)",3.0,2
Suspicion (1941),3.8333333333,9
Suspiria (1977),2.0,5
Suture (1993),3.5,2
Suzy (1936),2.0,1
Svengali (1931),5.0,1
Swamp Thing (1982),2.5,8
"Swan Princess, The (1994)",3.4,5
"Swan, The (1956)",5.0,1
Sweeney Todd: The Demon Barber of Fleet Street (2007),3.5588235294,17
Sweet Charity (1969),2.5,1
Sweet Dreams (1985),3.0,1
"Sweet Hereafter, The (1997)",4.3947368421,19
Sweet Home Alabama (2002),3.2142857143,14
Sweet Liberty (1986),2.5,1
Sweet November (2001),3.0,6
Sweet Red Bean Paste (2015),3.0,1
Sweet Sixteen (2002),4.5,1
Sweet Smell of Success (1957),4.5,4
Sweet and Lowdown (1999),3.7857142857,7
"Sweetest Thing, The (2002)",3.0,7
Swept Away (2002),0.75,2
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),3.0,3
Swept from the Sea (1997),4.0,1
Swimfan (2002),2.0,1
Swimming Pool (2003),3.6428571429,7
Swimming to Cambodia (1987),4.0,1
Swimming with Sharks (1995),3.8,10
Swing Kids (1993),3.6428571429,7
Swing Shift (1984),2.5,2
Swing Time (1936),3.5,2
Swing Vote (2008),3.75,2
Swingers (1996),3.7272727273,44
Swiss Family Robinson (1960),3.3333333333,15
Switch (1991),2.25,2
"Switch, The (2010)",3.3,5
Switchback (1997),3.3333333333,3
Switchblade Sisters (1975),5.0,1
"Sword and the Sorcerer, The (1982)",4.0,1
"Sword in the Stone, The (1963)",3.4473684211,19
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",3.5,3
Swordfish (2001),3.0833333333,30
Sydney (Hard Eight) (1996),3.0625,8
Sylvia (2003),3.0,2
Sylvia Scarlett (1935),2.5,1
Symbol (Shinboru) (2009),5.0,1
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),4.0833333333,6
Syndromes and a Century (Sang sattawat) (2006),3.5,1
"Synecdoche, New York (2008)",3.2,5
Syriana (2005),3.6578947368,19
Syrup (2013),5.0,1
Séraphine (2008),3.25,2
T-Men (1947),4.0,2
T-Rex: Back to the Cretaceous (1998),2.5,1
THX 1138 (1971),3.4,5
TMNT (Teenage Mutant Ninja Turtles) (2007),3.5,2
TPB AFK: The Pirate Bay Away from Keyboard (2013),4.5,1
"TV Set, The (2006)",3.5,1
Tabloid (2010),3.5,2
Tadpole (2002),4.25,2
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),4.0,3
Tag: The Assassination Game (a.k.a. Everybody Gets It in the End) (1982),3.0,1
"Tailor of Panama, The (2001)",2.9166666667000003,12
Take Me Home Tonight (2011),3.0,3
Take Me Out to the Ball Game (1949),2.5,1
Take Shelter (2011),4.0,1
Take This Job and Shove It (1981),1.5,1
Take This Waltz (2011),2.3333333333,3
Take the Lead (2006),3.0,2
Take the Money and Run (1969),3.7272727273,11
Takedown (2000),4.5,1
Taken (2008),3.8444444444,45
Taken 2 (2012),3.0833333333,6
Taken 3 (2015),3.25,4
Takers (2010),3.3333333333,3
Takeshis' (2005),3.5,1
Taking Chance (2009),2.5,1
Taking Lives (2004),3.3333333333,9
Taking Off (1971),3.5,1
Taking Woodstock (2009),3.1666666667,3
"Taking of Pelham 1 2 3, The (2009)",3.3333333333,12
"Taking of Pelham One Two Three, The (1974)",3.7,10
Talaash (2012),1.0,1
"Tale of Despereaux, The (2008)",2.5,1
"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",3.5,1
"Tale of Springtime, A (Conte de Printemps) (1990)",3.0,1
"Tale of Two Cities, A (1935)",4.5,1
"Tale of Two Cities, A (1958)",3.0,1
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",2.8333333333,3
"Tale of Winter, A (a.k.a. A Winter's Tale) (Conte d'hiver) (1992)",3.0,1
"Talented Mr. Ripley, The (1999)",3.6636363636000002,55
Tales from the Crypt Presents: Bordello of Blood (1996),3.3571428571,14
Tales from the Crypt Presents: Demon Knight (1995),3.15,10
Tales from the Darkside: The Movie (1990),3.0,3
Tales from the Hood (1995),3.0,3
Tales from the Script (2009),3.0,2
Talk Radio (1988),2.75,2
"Talk of the Town, The (1942)",3.6666666667000003,3
Talk to Her (Hable con Ella) (2002),4.25,10
Talk to Me (2007),2.8333333333,3
Talking About Sex (1994),3.0,1
"Tall Guy, The (1989)",3.8333333333,3
"Tall Men, The (1955)",1.5,1
Tall Story (1960),2.5,1
Tall Tale (1995),1.5,1
"Tall Target, The (1951)",3.5,1
Tall in the Saddle (1944),4.0,1
Talladega Nights: The Ballad of Ricky Bobby (2006),3.125,12
Tamara Drewe (2010),2.5,3
"Taming of the Shrew, The (1967)",3.8333333333,3
Tammy (2014),0.5,1
Tampopo (1985),3.7777777778,9
Tangerine (2015),2.5,1
Tangled (2010),3.9583333333,12
Tangled Ever After (2012),4.5,1
Tango & Cash (1989),2.5,15
Tango (1998),3.0,2
"Tango Lesson, The (1997)",4.0,1
Tank (1984),2.0,1
Tank Girl (1995),2.9444444444,36
"Tao of Steve, The (2000)",3.15,10
Tap (1989),3.0,1
Tape (2001),3.3333333333,3
Taps (1981),3.0,2
Tarantula (1955),3.0,1
Tarnation (2003),2.0,1
Tarzan (1999),3.5882352941,34
Tarzan and His Mate (1934),3.0,1
Tarzan and the Lost City (1998),2.0,1
Tarzan the Ape Man (1932),3.0,1
Tarzan the Fearless (1933),4.0,1
Taste of Cherry (Ta'm e guilass) (1997),2.5,2
"Taste of Honey, A (1961)",3.0,2
"Taste of Others, The (Le goût des autres) (2000)",3.0,1
"Taste of Tea, The (Cha no aji) (2004)",4.0,1
Taxi (1998),3.0,5
Taxi (2004),1.0,2
Taxi 2 (2000),2.6666666667000003,3
Taxi 3 (2003),3.3333333333,3
Taxi 4 (2007),1.0,1
Taxi Driver (1976),4.0296610169,118
Taxi to the Dark Side (2007),4.5,2
Taxi! (1932),3.0,1
Taxidermia (2006),3.5,1
Tea with Mussolini (1999),3.3076923077,13
Teacher's Pet (1958),4.0,1
"Teacher, A (2013)",3.0,1
Teaching Mrs. Tingle (1999),2.1111111111,9
Team America: World Police (2004),3.4772727273,22
Tears of the Black Tiger (Fah talai jone) (2000),4.0,1
Tears of the Sun (2003),3.0,14
Ted (2012),3.3571428571,14
Ted 2 (2015),3.9,5
Ted Bundy (2002),3.0,1
Teddy Bear (Mis) (1981),4.0,1
Teen Wolf (1985),2.5,6
Teenage Mutant Ninja Turtles (1990),3.025,20
Teenage Mutant Ninja Turtles (2014),2.75,2
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.3125,8
Teenage Mutant Ninja Turtles III (1993),2.5,6
Teenage Mutant Ninja Turtles: Turtles Forever (2009),3.0,1
Teeth (2007),3.25,2
Tekken (2010),1.0,1
Tekkonkinkreet (Tekkon kinkurîto) (2006),3.5,1
Tell No One (Ne le dis à personne) (2006),3.5,5
Tell-Tale (2009),3.0,1
Telling Lies in America (1997),4.5,2
Tempest (1982),2.0,1
"Tempest, The (2010)",2.5,2
Temple Grandin (2010),3.75,4
Temptress Moon (Feng Yue) (1996),3.75,4
"Temptress, The (1926)",5.0,1
"Ten Commandments, The (1956)",3.0909090909,11
Ten Minutes Older: The Cello (2002),3.0,1
Ten North Frederick (1958),3.5,1
"Ten, The (2007)",3.75,2
Tenacious D in The Pick of Destiny (2006),3.5,6
"Tenant, The (Locataire, Le) (1976)",3.25,2
Tender Mercies (1983),3.875,8
Tenderness (2009),2.0,1
Tennessee Johnson (1942),1.5,1
Tequila Sunrise (1988),2.8888888889,9
Terminal Velocity (1994),2.8529411765,17
"Terminal, The (2004)",3.8157894736999998,19
Terminator 2: Judgment Day (1991),3.9604743083000002,253
Terminator 3: Rise of the Machines (2003),3.0652173913,46
Terminator Genisys (2015),3.1666666667,3
Terminator Salvation (2009),3.1666666667,15
"Terminator, The (1984)",3.9847560976,164
Terms of Endearment (1983),3.6304347826,23
Terra (a.k.a. Battle for Terra) (2007),3.5,2
Terri (2011),1.0,1
Terribly Happy (Frygtelig lykkelig) (2008),3.0,1
Terror in a Texas Town (1958),2.5,1
Terumae romae (Thermae Romae) (2012),2.5,1
Tess (1979),3.0,1
Testament (1983),3.5,1
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",4.0,1
Testament of Youth (2014),3.5,1
"Tetsuo, the Ironman (Tetsuo) (1988)",5.0,1
Tex (1982),3.0,1
"Texas Chainsaw Massacre 2, The (1986)",2.125,4
"Texas Chainsaw Massacre, The (1974)",2.625,8
"Texas Chainsaw Massacre, The (2003)",2.2142857143,7
"Texas Chainsaw Massacre: The Beginning, The (2006)",3.75,2
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),2.0,2
Texas Killing Fields (2011),3.5,1
Texas Rangers (2001),3.0,2
Texasville (1990),3.5,1
Thank You for Smoking (2006),3.8265306122,49
That Awkward Moment (2014),4.5,1
That Darn Cat (1997),2.6666666667000003,3
That Darn Cat! (1965),3.375,4
That Evening Sun (2009),2.5,1
"That Night in Varennes (Nuit de Varennes, La) (1982)",3.25,2
That Obscure Object of Desire (Cet obscur objet du désir) (1977),4.0,3
That Old Feeling (1997),3.0,1
That Thing You Do! (1996),3.472972973,37
That Touch of Mink (1962),4.0,1
That Uncertain Feeling (1941),3.0,1
That's Entertainment (1974),3.625,4
"That's Entertainment, Part II (1976)",3.5,2
That's My Boy (2012),3.0,2
"Thaw, The (2009)",4.0,1
The 50 Year Argument (2014),2.5,1
The Admiral: Roaring Currents (2014),3.5,1
The Alamo (2004),2.8333333333,6
The Alphabet Killer (2008),2.5,2
The Amazing Screw-On Head (2006),4.0,1
The Amazing Spider-Man 2 (2014),2.6,5
The Artist (2011),3.4166666667,6
The Aztec Mummy Against the Humanoid Robot (1958),0.5,1
The Big Broadcast of 1936 (1935),2.0,1
The Big Bus (1976),3.0,1
The Big Short (2015),4.3333333333,3
The Big Sleep (1978),3.6666666667000003,3
The Big Wedding (2013),2.0,1
The Boyfriend School (1990),2.0,1
The Butterfly Effect (2004),3.7386363636,44
The Butterfly Effect 2 (2006),0.5,1
The Butterfly Effect 3: Revelations (2009),1.5,1
The Ceremony (2014),3.5,1
The Chumscrubber (2005),2.0,1
The Count of Monte Cristo (2002),4.0476190476,21
The Dark Valley (2014),3.0,1
The Death and Life of Bobby Z (2007),4.0,1
The Devils (1971),4.0,1
The Diary of Anne Frank (1959),3.8,5
The Drop (2014),3.625,4
The Emperor's Club (2002),3.875,4
The End of the Tour (2015),4.5,1
The Escape Artist (1982),3.0,1
The Expendables 3 (2014),3.5,3
The Face of an Angel (2015),1.5,1
The Falcon and the Snowman (1985),3.5555555556,9
The Fault in Our Stars (2014),3.3571428571,7
The Fool (2014),3.5,1
The Gambler (2014),3.375,4
The Gift (2015),4.0,1
The Girl in a Swing (1988),2.0,1
The Glass Shield (1994),3.0,2
The Golden Voyage of Sinbad (1973),3.5,4
The Good Lie (2014),4.0,2
The Great Raid (2005),3.25,2
The Great Train Robbery (1978),3.6428571429,7
The Green Inferno (2014),3.5,1
The Harvest (2013),3.0,1
The Hateful Eight (2015),5.0,1
The Hobbit: The Battle of the Five Armies (2014),3.6666666667000003,9
The Hole (2001),3.1666666667,3
The Hundred-Foot Journey (2014),2.5,1
The Hunger Games: Mockingjay - Part 1 (2014),3.7916666667000003,12
The Hunger Games: Mockingjay - Part 2 (2015),3.25,2
The Imitation Game (2014),4.0535714286,28
The Importance of Being Earnest (1952),4.125,4
The Interview (2014),3.6666666667000003,9
The Island (2006),4.0,1
The Jane Austen Book Club (2007),2.5,1
The Jinx: The Life and Deaths of Robert Durst (2015),4.375,4
The Killing Floor (2007),2.5,1
The Lair of the White Worm (1988),2.875,4
The Last Witch Hunter (2015),3.0,1
The Left Handed Gun (1958),3.0,2
The Lego Movie (2014),3.7352941176,17
The Liberator (2013),5.0,1
The Lost Room (2006),3.0,1
The Machinist (2004),3.6,20
The Mad Monster (1942),2.0,1
The Madagascar Penguins in a Christmas Caper (2005),4.5,1
The Man from Nowhere (2010),3.5,1
The Man in the Moon (1991),3.65,10
The Measure of a Man (2015),3.5,1
The Millionairess (1960),3.0,1
The Missouri Breaks (1976),3.5,2
The Monkey Hustle (1976),2.5,1
The Monster Club (1981),4.0,1
The Pacific (2010),2.5,1
The Phantom of the Opera (1990),4.5,1
The Pick-up Artist (1987),3.0,2
The Pirates (2014),2.5,1
The Players Club (1998),2.0,1
The Prince (2014),4.0,1
The Queen (2006),3.75,8
The Raid 2: Berandal (2014),4.3,5
The Raid: Redemption (2011),3.9,5
The Real Glory (1939),2.0,1
The Revenant (2015),5.0,1
The Road Within (2014),4.0,1
The Salt of the Earth (2014),4.0,1
The Second Best Exotic Marigold Hotel (2015),2.0,1
The Skeleton Twins (2014),3.5,2
The Sorcerers (1967),2.5,1
The Spectacular Now (2013),3.5,1
The Take (2009),3.5,1
The Tall Blond Man with One Black Shoe (1972),3.0,1
The Theory of Everything (2014),3.875,4
The Thief (1997),4.0,1
The Voices (2014),3.5,1
The Whisperer in Darkness (2011),3.0,1
The Wild One (1953),3.5,3
Theatre of Blood (1973),3.5,1
Thelma & Louise (1991),3.4622641509,53
Them! (1954),3.6428571429,7
Then She Found Me (2007),2.5,1
Theodora Goes Wild (1936),3.0,1
Theodore Rex (1995),2.0,4
"Theory of Flight, The (1998)",3.0,2
There Will Be Blood (2007),3.95,30
There's Always Tomorrow (1956),3.0,1
There's No Business Like Show Business (1954),3.75,2
There's Something About Mary (1998),3.6116071429,112
